Model Name,F1 Score,Recall,Precision
hierarchical_Neighborhood,0.9926305522294997,0.9881642996375317,0.997198938312606
hierarchical_Class,0.9953357632820438,0.9933691107019528,0.9973891496575099
hierarchical_Subclass,0.9942766010045441,0.9922563058062055,0.9965894620478887
hierarchical_Group,0.990965674567108,0.9902876128252858,0.9919572062596774
hierarchical_Cluster,0.3423876150496279,0.3580321057649401,0.3467531013344829
